OP_UNIQUE_CARRIER,ORIGIN_AIRPORT,DEST_AIRPORT,CARRIER_TYPE,ROUTE_TYPE,ORIGIN_TIER,CATE_T1,DOWNSTREAM_SPILLOVER,RECOVERY_WINDOW,ROUTE_30DAY_DISR_RATE,TOPSIS_SCORE,TOPSIS_RANK,NEXT_DISRUPTED,RANK_LONGEST_DELAY,RANK_EARLIEST_DEP,RANK_SPILLOVER,RANK_CATE_ONLY,RANK_RANDOM
MQ,CWA,ORD,Regional,Hub-to-Spoke,Small,0.5043875,1,800,0.3333333333333333,1.0,1,0.0,2,1,1,1,2
9E,VLD,ATL,Regional,Hub-to-Spoke,Small,0.5148337,2,765,0.3333333333333333,1.0,1,0.0,1,1,1,1,2
YV,PIA,DFW,Regional,Hub-to-Spoke,Small,0.5238611,0,202,0.5166666666666667,1.0,1,0.0,1,1,3,1,1
OH,DAY,CLT,Regional,Hub-to-Spoke,Small,0.5118577,4,746,0.0994444444444444,1.0,1,0.0,3,1,1,1,1
G4,FNT,PGD,ULCC,Spoke-to-Spoke,Small,0.5245041,1,375,0.6666666666666666,1.0,1,0.0,1,1,1,1,2
MQ,GRK,DFW,Regional,Hub-to-Spoke,Small,0.6405214,5,524,0.1812698412698412,1.0,1,0.0,2,1,1,1,2
OO,COS,DEN,Regional,Hub-to-Spoke,Small,0.102875866,3,780,0.3134259259259259,1.0,1,1.0,5,1,1,1,5
OO,FSD,ORD,Regional,Hub-to-Spoke,Small,0.51809657,2,676,0.2916666666666667,1.0,1,0.0,2,1,1,1,1
DL,LIT,ATL,Mainline,Hub-to-Hub,Medium,0.45505187,4,811,0.1879365079365079,1.0,1,0.0,3,1,1,1,1
OO,ACV,SFO,Regional,Hub-to-Spoke,Small,0.5694824,2,780,0.3833333333333333,1.0,1,1.0,2,1,1,1,2
OO,EUG,SFO,Regional,Hub-to-Spoke,Small,0.5745297,2,504,0.3916666666666666,1.0,1,0.0,1,1,1,1,3
OO,EGE,ORD,Regional,Hub-to-Spoke,Small,0.5735384,0,497,0.6055555555555555,1.0,1,1.0,2,1,2,1,2
OO,PSC,SEA,Regional,Hub-to-Spoke,Small,0.61017466,1,453,0.4328042328042328,1.0,1,0.0,3,1,1,1,3
AS,JNU,SEA,Mainline,Hub-to-Spoke,Small,0.45511746,2,810,0.4055555555555555,1.0,1,0.0,3,1,2,1,2
WN,BZN,DEN,LCC,Hub-to-Spoke,Small,0.5335236,2,440,0.344047619047619,1.0,1,0.0,1,1,1,1,3
OO,DRO,DEN,Regional,Hub-to-Spoke,Small,0.502752,3,810,0.3355555555555555,1.0,1,1.0,2,1,1,1,3
MQ,SPS,DFW,Regional,Hub-to-Spoke,Small,0.69400865,2,540,0.1416666666666666,1.0,1,0.0,2,1,1,1,2
MQ,GRK,DFW,Regional,Hub-to-Spoke,Small,0.6769187,3,264,0.1171428571428571,1.0,1,0.0,2,1,1,1,3
MQ,CLL,DFW,Regional,Hub-to-Spoke,Small,0.7046351,2,512,0.0388888888888888,1.0,1,1.0,2,1,1,1,3
MQ,CMI,ORD,Regional,Hub-to-Spoke,Small,0.53704304,2,780,0.1333333333333333,1.0,1,1.0,1,1,1,1,5
MQ,FSM,DFW,Regional,Hub-to-Spoke,Small,0.56886584,2,517,0.0849999999999999,1.0,1,1.0,3,1,1,1,3
OH,CRW,CLT,Regional,Hub-to-Spoke,Small,0.63523555,2,263,0.2888888888888889,1.0,1,1.0,1,1,1,1,2
OO,GRB,ORD,Regional,Hub-to-Spoke,Small,0.48114502,2,780,0.1277777777777777,1.0,1,0.0,2,1,1,1,3
HA,ITO,HNL,Mainline,Hub-to-Spoke,Small,0.6891335,2,230,0.0849832112332112,1.0,1,0.0,1,1,1,1,1
F9,TTN,MCO,ULCC,Hub-to-Spoke,Small,0.5015686,1,680,0.35,1.0,1,1.0,6,1,2,1,1
OH,EWN,CLT,Regional,Hub-to-Spoke,Small,0.5088008,3,735,0.2266666666666666,1.0,1,0.0,1,1,1,1,1
AA,SAT,DFW,Mainline,Hub-to-Hub,Medium,0.65791774,3,386,0.1773148148148148,1.0,1,1.0,2,1,1,1,4
OO,ASE,DFW,Regional,Hub-to-Spoke,Small,0.49659666,1,277,0.3861111111111111,1.0,1,0.0,3,1,1,1,2
OO,GFK,MSP,Regional,Hub-to-Spoke,Small,0.46160066,2,479,0.2305555555555555,1.0,1,0.0,1,1,1,1,2
QX,PAE,PDX,Regional,Hub-to-Spoke,NonHub,0.44317946,1,720,0.2666666666666666,1.0,1,0.0,1,2,2,1,3
OO,COS,DEN,Regional,Hub-to-Spoke,Small,0.63179976,0,207,0.1773148148148148,1.0,1,0.0,1,1,2,1,4
OO,GFK,MSP,Regional,Hub-to-Spoke,Small,0.5544609,3,805,0.2388888888888888,1.0,1,1.0,4,1,1,1,4
WN,HDN,DEN,LCC,Hub-to-Spoke,Small,0.5921785,2,495,0.1666666666666666,1.0,1,1.0,4,1,1,1,1
UA,BOI,DEN,Mainline,Hub-to-Hub,Medium,0.5851691,0,270,0.1422222222222222,1.0,1,1.0,2,1,2,1,1
WN,LGB,OAK,LCC,Hub-to-Hub,Medium,0.68177915,3,370,0.1066666666666666,1.0,1,0.0,1,1,1,1,1
WN,ITO,HNL,LCC,Hub-to-Spoke,Small,0.60902095,2,535,0.0739316239316239,1.0,1,0.0,1,1,1,1,4
AA,TUS,DFW,Mainline,Hub-to-Hub,Medium,0.4535312,2,380,0.24,1.0,1,0.0,2,1,1,1,2
MQ,GRK,DFW,Regional,Hub-to-Spoke,Small,0.6873208,5,520,0.190515873015873,1.0,1,1.0,2,1,1,1,1
F9,SWF,FLL,ULCC,Hub-to-Spoke,Small,0.5424179,0,532,0.5333333333333333,1.0,1,1.0,2,1,2,1,3
OO,FAT,PHX,Regional,Hub-to-Spoke,Small,0.5828729,1,398,0.1072222222222222,1.0,1,0.0,1,1,2,1,2
OH,AGS,CLT,Regional,Hub-to-Spoke,Small,0.5448316,1,735,0.15,1.0,1,1.0,1,1,1,1,3
HA,KOA,HNL,Mainline,Hub-to-Hub,Medium,0.49665445,3,165,0.1005038126361655,1.0,1,1.0,1,1,1,1,2
MQ,ABI,DFW,Regional,Hub-to-Spoke,Small,0.5790871,4,748,0.1516666666666667,1.0,1,1.0,2,1,1,1,1
MQ,ABI,DFW,Regional,Hub-to-Spoke,Small,0.5367755,4,822,0.185,1.0,1,1.0,3,1,1,1,1
OO,BRO,DFW,Regional,Hub-to-Spoke,Small,0.5494185,2,780,0.2444444444444444,1.0,1,1.0,2,1,1,1,3
OO,MHK,DFW,Regional,Hub-to-Spoke,Small,0.43330303,1,806,0.2277777777777777,1.0,1,1.0,2,1,1,1,1
OO,TUL,IAH,Regional,Hub-to-Hub,Medium,0.51642203,0,570,0.2166666666666666,1.0,1,1.0,3,1,3,1,3
QX,BLI,SEA,Regional,Hub-to-Spoke,Small,0.5644445,2,780,0.1644444444444444,1.0,1,1.0,2,1,1,1,4
F9,SWF,FLL,ULCC,Hub-to-Spoke,Small,0.56203246,0,532,0.5666666666666667,1.0,1,1.0,2,1,1,1,1
OO,MOT,MSP,Regional,Hub-to-Spoke,Small,0.4955457,3,840,0.2805555555555556,1.0,1,1.0,2,1,1,1,2
NK,CAK,MCO,ULCC,Hub-to-Spoke,Small,0.5309515,0,450,0.3666666666666666,1.0,1,1.0,3,1,3,1,1
OH,DAB,CLT,Regional,Hub-to-Spoke,Small,0.7228767,3,417,0.08,1.0,1,1.0,1,1,1,1,2
OO,JAC,DEN,Regional,Hub-to-Spoke,Small,0.4577375,1,480,0.3072222222222222,1.0,1,0.0,3,1,1,1,1
OO,DRO,DEN,Regional,Hub-to-Spoke,Small,0.6181057,1,211,0.2711111111111111,1.0,1,1.0,3,1,1,1,1
OO,ACV,SFO,Regional,Hub-to-Spoke,Small,0.46389535,2,772,0.2555555555555556,1.0,1,1.0,1,1,1,1,4
9E,DLH,MSP,Regional,Hub-to-Spoke,Small,0.6068482,2,490,0.2216666666666666,1.0,1,1.0,2,1,1,1,3
NK,BQN,MCO,ULCC,Hub-to-Spoke,Small,0.4561858,0,1021,0.4555555555555555,1.0,1,1.0,4,1,3,1,1
9E,MGM,ATL,Regional,Hub-to-Spoke,Small,0.52703255,3,731,0.1111111111111111,1.0,1,1.0,3,1,1,1,3
F9,TTN,MCO,ULCC,Hub-to-Spoke,Small,0.5558956,1,144,0.4777777777777778,1.0,1,1.0,1,1,1,1,1
9E,CRW,ATL,Regional,Hub-to-Spoke,Small,0.6779082,1,403,0.1833333333333333,1.0,1,1.0,3,1,1,1,2
MQ,ABI,DFW,Regional,Hub-to-Spoke,Small,0.566214,4,811,0.1483333333333333,1.0,1,0.0,2,1,1,1,2
AA,EGE,DFW,Mainline,Hub-to-Spoke,Small,0.5752026,2,505,0.2888888888888889,1.0,1,1.0,3,1,1,1,5
OO,CLL,DFW,Regional,Hub-to-Spoke,Small,0.6545011,2,515,0.1544444444444444,1.0,1,0.0,3,1,1,1,2
B6,HPN,PBI,LCC,Hub-to-Spoke,Small,0.609384,2,450,0.4666666666666667,1.0,1,1.0,4,1,1,1,1
QX,FAI,ANC,Regional,Hub-to-Spoke,Small,0.5225628,4,735,0.0981481481481481,1.0,1,1.0,1,1,1,1,2
F9,SWF,FLL,ULCC,Hub-to-Spoke,Small,0.4604443,0,489,0.7,1.0,1,1.0,1,1,1,1,2
OO,SBA,SFO,Regional,Hub-to-Spoke,Small,0.5567135,2,750,0.2305555555555555,1.0,1,0.0,2,1,1,1,2
WN,ITO,HNL,LCC,Hub-to-Spoke,Small,0.6318904,2,540,0.1599155011655011,1.0,1,0.0,3,1,1,1,2
YX,HHH,ATL,Regional,Hub-to-Spoke,Small,0.6329087,1,354,0.3333333333333333,1.0,1,1.0,2,1,1,1,2
9E,FWA,ATL,Regional,Hub-to-Spoke,Small,0.39332908,2,780,0.1555555555555555,1.0,1,0.0,3,1,1,1,3
HA,ITO,HNL,Mainline,Hub-to-Spoke,Small,0.50802565,4,264,0.1560518648018648,1.0,1,0.0,4,1,1,1,3
WN,HRL,HOU,LCC,Hub-to-Spoke,Small,0.5023523,2,540,0.2972222222222222,1.0,1,0.0,6,1,1,1,2
DL,MLB,ATL,Mainline,Hub-to-Spoke,Small,0.5822075,2,455,0.2166666666666666,1.0,1,1.0,3,1,1,1,2
NK,BQN,MCO,ULCC,Hub-to-Spoke,Small,0.5859107,0,1021,0.5277777777777778,1.0,1,0.0,1,1,3,1,2
OO,LFT,DFW,Regional,Hub-to-Spoke,Small,0.6261279,3,507,0.2388888888888889,1.0,1,1.0,3,1,1,1,1
DL,CHA,ATL,Mainline,Hub-to-Spoke,Small,0.5907641,0,425,0.1495238095238095,1.0,1,0.0,1,1,2,1,3
YX,CHO,LGA,Regional,Hub-to-Spoke,Small,0.60007733,1,271,0.2883333333333333,1.0,1,0.0,3,1,1,1,1
F9,ISP,MCO,ULCC,Hub-to-Spoke,Small,0.45998767,1,780,0.4455555555555556,1.0,1,1.0,1,1,2,1,2
MQ,ABI,DFW,Regional,Hub-to-Spoke,Small,0.59892136,2,510,0.1555555555555555,1.0,1,0.0,2,1,1,1,2
OO,BTR,DFW,Regional,Hub-to-Spoke,Small,0.7054144,1,398,0.1922222222222222,1.0,1,0.0,3,1,1,1,2
MQ,STS,DFW,Regional,Hub-to-Spoke,Small,0.6250828,0,300,0.2666666666666666,1.0,1,1.0,2,1,1,1,3
OO,EUG,SFO,Regional,Hub-to-Spoke,Small,0.6582175,1,308,0.2222222222222222,1.0,1,0.0,2,1,1,1,3
OO,BZN,DEN,Regional,Hub-to-Spoke,Small,0.66121894,0,175,0.1939682539682539,1.0,1,0.0,1,1,1,1,1
MQ,GRK,DFW,Regional,Hub-to-Spoke,Small,0.69949883,1,377,0.1488888888888889,1.0,1,1.0,1,1,1,1,1
MQ,MHK,DFW,Regional,Hub-to-Spoke,Small,0.6384482,0,450,0.1222222222222222,1.0,1,1.0,1,1,2,1,2
OO,MLU,DFW,Regional,Hub-to-Spoke,Small,0.5864279,1,770,0.2055555555555555,1.0,1,1.0,3,1,1,1,3
OO,BRO,DFW,Regional,Hub-to-Spoke,Small,0.6502255,2,477,0.0694444444444444,1.0,1,0.0,1,1,1,1,3
OO,MQT,DTW,Regional,Hub-to-Spoke,Small,0.50041586,1,760,0.25,1.0,1,1.0,1,1,2,1,1
OO,BZN,SLC,Regional,Hub-to-Spoke,Small,0.71413696,1,430,0.0833333333333333,1.0,1,0.0,2,1,1,1,2
OO,TUL,DEN,Regional,Hub-to-Hub,Medium,0.6337342,0,119,0.2072222222222222,1.0,1,0.0,1,1,3,1,2
OH,DAB,CLT,Regional,Hub-to-Spoke,Small,0.48911327,2,492,0.155,1.0,1,0.0,3,1,1,1,2
OO,MOB,DFW,Regional,Hub-to-Spoke,Small,0.5541496,2,795,0.3916666666666666,1.0,1,1.0,2,1,1,1,3
QX,ANC,FAI,Regional,Hub-to-Spoke,Medium,0.62902045,0,0,0.2402777777777777,1.0,1,1.0,1,1,3,1,1
AS,ANC,SEA,Mainline,Hub-to-Hub,Medium,0.4786862,2,100,0.161360509115927,1.0,1,0.0,1,1,1,1,3
WN,KOA,HNL,LCC,Hub-to-Hub,Medium,0.43624714,2,530,0.1579462545252019,1.0,1,1.0,2,1,1,1,5
MQ,GRK,DFW,Regional,Hub-to-Spoke,Small,0.61839056,1,377,0.1398412698412698,1.0,1,1.0,3,1,1,1,1
MQ,FSM,DFW,Regional,Hub-to-Spoke,Small,0.75469345,2,439,0.1266666666666666,1.0,1,0.0,3,1,1,1,1
B6,STT,SJU,LCC,Hub-to-Spoke,Small,0.5366517,1,450,0.425,1.0,1,0.0,2,1,1,1,2
OO,BRO,DFW,Regional,Hub-to-Spoke,Small,0.5712939,3,780,0.1638888888888888,1.0,1,0.0,1,1,1,1,3
YV,MAF,DFW,Regional,Hub-to-Spoke,Small,0.657354,3,392,0.1038095238095238,1.0,1,0.0,3,1,1,1,1
